unique_id,graph_type,cluster_label,is_noise,FEN,ECO,Name,new unique ID,move_number,part_index,part_filename,partition_move_id
"rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation_white",white,52,FALSE,rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation","rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",2740,6,dashboard_data_part_06.json,35
"rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation_black",black,74,FALSE,rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation","rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",2740,6,dashboard_data_part_06.json,35
"rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation_white",white,63,FALSE,rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation","rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation",2741,6,dashboard_data_part_06.json,36
"rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation_black",black,28,FALSE,rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation","rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -_D41_Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation",2741,6,dashboard_data_part_06.json,36
"r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -_D42_Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line_white",white,15,FALSE,r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -,D42,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line","r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -_D42_Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",2742,6,dashboard_data_part_06.json,37
"r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -_D42_Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line_black",black,42,FALSE,r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -,D42,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line","r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -_D42_Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",2742,6,dashboard_data_part_06.json,37
rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -_D43_Queen's Gambit Declined: Hastings Variation_white,white,-1,TRUE,rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -,D43,Queen's Gambit Declined: Hastings Variation,rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -_D43_Queen's Gambit Declined: Hastings Variation,2743,6,dashboard_data_part_06.json,38
rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -_D43_Queen's Gambit Declined: Hastings Variation_black,black,-1,TRUE,rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -,D43,Queen's Gambit Declined: Hastings Variation,rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -_D43_Queen's Gambit Declined: Hastings Variation,2743,6,dashboard_data_part_06.json,38
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -_D43_Semi-Slav Defense_white,white,7,FALSE,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,D43,Semi-Slav Defense,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -_D43_Semi-Slav Defense,2744,6,dashboard_data_part_06.json,39
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -_D43_Semi-Slav Defense_black,black,69,FALSE,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,D43,Semi-Slav Defense,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -_D43_Semi-Slav Defense,2744,6,dashboard_data_part_06.json,39
rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -_D43_Semi-Slav Defense: Anti-Moscow Gambit_white,white,7,FALSE,rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -,D43,Semi-Slav Defense: Anti-Moscow Gambit,rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -_D43_Semi-Slav Defense: Anti-Moscow Gambit,2745,6,dashboard_data_part_06.json,40
rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -_D43_Semi-Slav Defense: Anti-Moscow Gambit_black,black,69,FALSE,rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -,D43,Semi-Slav Defense: Anti-Moscow Gambit,rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -_D43_Semi-Slav Defense: Anti-Moscow Gambit,2745,6,dashboard_data_part_06.json,40
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense Accepted_white,white,7,FALSE,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,D44,Semi-Slav Defense Accepted,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense Accepted,2746,6,dashboard_data_part_06.json,41
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense Accepted_black,black,42,FALSE,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,D44,Semi-Slav Defense Accepted,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense Accepted,2746,6,dashboard_data_part_06.json,41
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation_white,white,7,FALSE,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -,D44,Semi-Slav Defense: Botvinnik Variation,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation,2747,6,dashboard_data_part_06.json,42
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation_black,black,42,FALSE,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -,D44,Semi-Slav Defense: Botvinnik Variation,rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation,2747,6,dashboard_data_part_06.json,42
rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation_white,white,-1,TRUE,rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -,D44,Semi-Slav Defense: Botvinnik Variation,rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation,2748,6,dashboard_data_part_06.json,43
rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation_black,black,27,FALSE,rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -,D44,Semi-Slav Defense: Botvinnik Variation,rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation,2748,6,dashboard_data_part_06.json,43
"rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Alatortsev System_white",white,14,FALSE,rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Alatortsev System","rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Alatortsev System",2749,6,dashboard_data_part_06.json,44
"rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Alatortsev System_black",black,-1,TRUE,rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Alatortsev System","rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Alatortsev System",2749,6,dashboard_data_part_06.json,44
"rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation_white",white,51,FALSE,rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation","rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation",2750,6,dashboard_data_part_06.json,45
"rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation_black",black,-1,TRUE,rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation","rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation",2750,6,dashboard_data_part_06.json,45
"r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation_white",white,18,FALSE,r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation","r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",2751,6,dashboard_data_part_06.json,46
"r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation_black",black,28,FALSE,r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation","r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",2751,6,dashboard_data_part_06.json,46
"r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Szabo Variation_white",white,51,FALSE,r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Szabo Variation","r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Szabo Variation",2752,6,dashboard_data_part_06.json,47
"r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Szabo Variation_black",black,28,FALSE,r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -,D44,"Semi-Slav Defense: Botvinnik Variation, Szabo Variation","r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N2Q2/PP3PPP/R3KB1R b KQkq -_D44_Semi-Slav Defense: Botvinnik Variation, Szabo Variation",2752,6,dashboard_data_part_06.json,47
rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Accelerated Meran Variation_white,white,21,FALSE,rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,D45,Semi-Slav Defense: Accelerated Meran Variation,rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Accelerated Meran Variation,2753,6,dashboard_data_part_06.json,48
rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Accelerated Meran Variation_black,black,72,FALSE,rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,D45,Semi-Slav Defense: Accelerated Meran Variation,rnbqkb1r/1p3ppp/p1p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Accelerated Meran Variation,2753,6,dashboard_data_part_06.json,48
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Main Line_white,white,21,FALSE,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,D45,Semi-Slav Defense: Main Line,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Main Line,2754,6,dashboard_data_part_06.json,49
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Main Line_black,black,69,FALSE,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,D45,Semi-Slav Defense: Main Line,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Main Line,2754,6,dashboard_data_part_06.json,49
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Normal Variation_white,white,21,FALSE,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,D45,Semi-Slav Defense: Normal Variation,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Normal Variation,2755,6,dashboard_data_part_06.json,50
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Normal Variation_black,black,72,FALSE,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,D45,Semi-Slav Defense: Normal Variation,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -_D45_Semi-Slav Defense: Normal Variation,2755,6,dashboard_data_part_06.json,50
r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Rubinstein System_white,white,42,FALSE,r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -,D45,Semi-Slav Defense: Rubinstein System,r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Rubinstein System,2756,6,dashboard_data_part_06.json,51
r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Rubinstein System_black,black,-1,TRUE,r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -,D45,Semi-Slav Defense: Rubinstein System,r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -_D45_Semi-Slav Defense: Rubinstein System,2756,6,dashboard_data_part_06.json,51
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_white,white,7,FALSE,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2757,6,dashboard_data_part_06.json,52
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_black,black,72,FALSE,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2757,6,dashboard_data_part_06.json,52
r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_white,white,42,FALSE,r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2758,6,dashboard_data_part_06.json,53
r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_black,black,12,FALSE,r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqkb1r/p2n1ppp/1pp1pn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2758,6,dashboard_data_part_06.json,53
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_white,white,42,FALSE,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2759,6,dashboard_data_part_06.json,54
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation_black,black,42,FALSE,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -,D45,Semi-Slav Defense: Stoltz Variation,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P1Q2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation,2759,6,dashboard_data_part_06.json,54
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -_D45_Semi-Slav Defense: Stoltz Variation_white,white,42,FALSE,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -,D45,Semi-Slav Defense: Stoltz Variation,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -_D45_Semi-Slav Defense: Stoltz Variation,2760,6,dashboard_data_part_06.json,55
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -_D45_Semi-Slav Defense: Stoltz Variation_black,black,45,FALSE,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -,D45,Semi-Slav Defense: Stoltz Variation,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/PBQ2PPP/R3KB1R b KQ -_D45_Semi-Slav Defense: Stoltz Variation,2760,6,dashboard_data_part_06.json,55
"r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation_white",white,7,FALSE,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -,D45,"Semi-Slav Defense: Stoltz Variation, Center Variation","r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation",2761,6,dashboard_data_part_06.json,56
"r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation_black",black,7,FALSE,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -,D45,"Semi-Slav Defense: Stoltz Variation, Center Variation","r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PPP3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation",2761,6,dashboard_data_part_06.json,56
"r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line_white",white,-1,TRUE,r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -,D45,"Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line","r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line",2762,6,dashboard_data_part_06.json,57
"r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line_black",black,7,FALSE,r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -,D45,"Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line","r1bqk2r/pp1n1ppp/2pb4/4P3/2P1Q3/5N2/PP3PPP/R1B1KB1R b KQkq -_D45_Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line",2762,6,dashboard_data_part_06.json,57
